# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Fri Oct  3 05:09:39 2025
#
# COLUMN pl_name:        Planet Name
# COLUMN hostname:       Host Name
# COLUMN default_flag:   Default Parameter Set
# COLUMN disposition:    Archive Disposition
# COLUMN disp_refname:   Archive Disposition Reference
# COLUMN sy_snum:        Number of Stars
# COLUMN sy_pnum:        Number of Planets
# COLUMN discoverymethod: Discovery Method
# COLUMN disc_year:      Discovery Year
# COLUMN disc_facility:  Discovery Facility
# COLUMN soltype:        Solution Type
# COLUMN pl_controv_flag: Controversial Flag
# COLUMN pl_refname:     Planetary Parameter Reference
# COLUMN pl_orbper:      Orbital Period [days]
# COLUMN pl_orbpererr1:  Orbital Period Upper Unc. [days]
# COLUMN pl_orbpererr2:  Orbital Period Lower Unc. [days]
# COLUMN pl_orbperlim:   Orbital Period Limit Flag
# COLUMN pl_orbsmax:     Orbit Semi-Major Axis [au]
# COLUMN pl_orbsmaxerr1: Orbit Semi-Major Axis Upper Unc. [au]
# COLUMN pl_orbsmaxerr2: Orbit Semi-Major Axis Lower Unc. [au]
# COLUMN pl_orbsmaxlim:  Orbit Semi-Major Axis Limit Flag
# COLUMN pl_rade:        Planet Radius [Earth Radius]
# COLUMN pl_radeerr1:    Planet Radius Upper Unc. [Earth Radius]
# COLUMN pl_radeerr2:    Planet Radius Lower Unc. [Earth Radius]
# COLUMN pl_radelim:     Planet Radius Limit Flag
# COLUMN pl_radj:        Planet Radius [Jupiter Radius]
# COLUMN pl_radjerr1:    Planet Radius Upper Unc. [Jupiter Radius]
# COLUMN pl_radjerr2:    Planet Radius Lower Unc. [Jupiter Radius]
# COLUMN pl_radjlim:     Planet Radius Limit Flag
# COLUMN pl_bmasse:      Planet Mass or Mass*sin(i) [Earth Mass]
# COLUMN pl_bmasseerr1:  Planet Mass or Mass*sin(i) [Earth Mass] Upper Unc.
# COLUMN pl_bmasseerr2:  Planet Mass or Mass*sin(i) [Earth Mass] Lower Unc.
# COLUMN pl_bmasselim:   Planet Mass or Mass*sin(i) [Earth Mass] Limit Flag
# COLUMN pl_bmassj:      Planet Mass or Mass*sin(i) [Jupiter Mass]
# COLUMN pl_bmassjerr1:  Planet Mass or Mass*sin(i) [Jupiter Mass] Upper Unc.
# COLUMN pl_bmassjerr2:  Planet Mass or Mass*sin(i) [Jupiter Mass] Lower Unc.
# COLUMN pl_bmassjlim:   Planet Mass or Mass*sin(i) [Jupiter Mass] Limit Flag
# COLUMN pl_bmassprov:   Planet Mass or Mass*sin(i) Provenance
# COLUMN pl_orbeccen:    Eccentricity
# COLUMN pl_orbeccenerr1: Eccentricity Upper Unc.
# COLUMN pl_orbeccenerr2: Eccentricity Lower Unc.
# COLUMN pl_orbeccenlim: Eccentricity Limit Flag
# COLUMN pl_insol:       Insolation Flux [Earth Flux]
# COLUMN pl_insolerr1:   Insolation Flux Upper Unc. [Earth Flux]
# COLUMN pl_insolerr2:   Insolation Flux Lower Unc. [Earth Flux]
# COLUMN pl_insollim:    Insolation Flux Limit Flag
# COLUMN pl_eqt:         Equilibrium Temperature [K]
# COLUMN pl_eqterr1:     Equilibrium Temperature Upper Unc. [K]
# COLUMN pl_eqterr2:     Equilibrium Temperature Lower Unc. [K]
# COLUMN pl_eqtlim:      Equilibrium Temperature Limit Flag
# COLUMN ttv_flag:       Data show Transit Timing Variations
# COLUMN st_refname:     Stellar Parameter Reference
# COLUMN st_spectype:    Spectral Type
# COLUMN st_teff:        Stellar Effective Temperature [K]
# COLUMN st_tefferr1:    Stellar Effective Temperature Upper Unc. [K]
# COLUMN st_tefferr2:    Stellar Effective Temperature Lower Unc. [K]
# COLUMN st_tefflim:     Stellar Effective Temperature Limit Flag
# COLUMN st_rad:         Stellar Radius [Solar Radius]
# COLUMN st_raderr1:     Stellar Radius Upper Unc. [Solar Radius]
# COLUMN st_raderr2:     Stellar Radius Lower Unc. [Solar Radius]
# COLUMN st_radlim:      Stellar Radius Limit Flag
# COLUMN st_mass:        Stellar Mass [Solar mass]
# COLUMN st_masserr1:    Stellar Mass Upper Unc. [Solar mass]
# COLUMN st_masserr2:    Stellar Mass Lower Unc. [Solar mass]
# COLUMN st_masslim:     Stellar Mass Limit Flag
# COLUMN st_met:         Stellar Metallicity [dex]
# COLUMN st_meterr1:     Stellar Metallicity Upper Unc. [dex]
# COLUMN st_meterr2:     Stellar Metallicity Lower Unc. [dex]
# COLUMN st_metlim:      Stellar Metallicity Limit Flag
# COLUMN st_metratio:    Stellar Metallicity Ratio
# COLUMN st_logg:        Stellar Surface Gravity [log10(cm/s**2)]
# COLUMN st_loggerr1:    Stellar Surface Gravity Upper Unc. [log10(cm/s**2)]
# COLUMN st_loggerr2:    Stellar Surface Gravity Lower Unc. [log10(cm/s**2)]
# COLUMN st_logglim:     Stellar Surface Gravity Limit Flag
# COLUMN sy_refname:     System Parameter Reference
# COLUMN rastr:          RA [sexagesimal]
# COLUMN ra:             RA [deg]
# COLUMN decstr:         Dec [sexagesimal]
# COLUMN dec:            Dec [deg]
# COLUMN sy_dist:        Distance [pc]
# COLUMN sy_disterr1:    Distance [pc] Upper Unc
# COLUMN sy_disterr2:    Distance [pc] Lower Unc
# COLUMN sy_vmag:        V (Johnson) Magnitude
# COLUMN sy_vmagerr1:    V (Johnson) Magnitude Upper Unc
# COLUMN sy_vmagerr2:    V (Johnson) Magnitude Lower Unc
# COLUMN sy_kmag:        Ks (2MASS) Magnitude
# COLUMN sy_kmagerr1:    Ks (2MASS) Magnitude Upper Unc
# COLUMN sy_kmagerr2:    Ks (2MASS) Magnitude Lower Unc
# COLUMN sy_gaiamag:     Gaia Magnitude
# COLUMN sy_gaiamagerr1: Gaia Magnitude Upper Unc
# COLUMN sy_gaiamagerr2: Gaia Magnitude Lower Unc
# COLUMN rowupdate:      Date of Last Update
# COLUMN pl_pubdate:     Planetary Parameter Reference Publication Date
# COLUMN releasedate:    Release Date
#
pl_name,hostname,default_flag,disposition,disp_refname,sy_snum,sy_pnum,discoverymethod,disc_year,disc_facility,soltype,pl_controv_flag,pl_refname,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,pl_rade,pl_radeerr1,pl_radeerr2,pl_radelim,pl_radj,pl_radjerr1,pl_radjerr2,pl_radjlim,pl_bmasse,pl_bmasseerr1,pl_bmasseerr2,pl_bmasselim,pl_bmassj,pl_bmassjerr1,pl_bmassjerr2,pl_bmassjlim,pl_bmassprov,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbeccenlim,pl_insol,pl_insolerr1,pl_insolerr2,pl_insollim,pl_eqt,pl_eqterr1,pl_eqterr2,pl_eqtlim,ttv_flag,st_refname,st_spectype,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_rad,st_raderr1,st_raderr2,st_radlim,st_mass,st_masserr1,st_masserr2,st_masslim,st_met,st_meterr1,st_meterr2,st_metlim,st_metratio,st_logg,st_loggerr1,st_loggerr2,st_logglim,sy_refname,rastr,ra,decstr,dec,sy_dist,sy_disterr1,sy_disterr2,sy_vmag,sy_vmagerr1,sy_vmagerr2,sy_kmag,sy_kmagerr1,sy_kmagerr2,sy_gaiamag,sy_gaiamagerr1,sy_gaiamagerr2,rowupdate,pl_pubdate,releasedate
K2-329 b,K2-329,0,CONFIRMED,Sha et al. 2021,1,1,Transit,2020,K2,TESS Project Candidate,0,<a refstr=EXOFOP_TESS_TOI href=https://exofop.ipac.caltech.edu/tess/view_toi.php target=ref>ExoFOP-TESS TOI</a>,12.45636917022,0.00199285600,-0.00199285600,0,,,,,8.77232540,0.59558296,-0.59558296,0,0.78261580,0.05313444,-0.05313444,0,,,,,,,,,,,,,,47.7343,,,0,670.39,,,0,0,<a refstr=EXOFOP_TESS_TOI href=https://exofop.ipac.caltech.edu/tess/view_toi.php target=ref>ExoFOP-TESS TOI</a>,,5278.00,122.09,-122.09,0,0.843307,0.047115,-0.047115,0,,,,,,,,,,4.542740,0.078855,-0.078855,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,23h24m32.49s,351.1353785,-05d09m50.92s,-5.1641451,233.23700000,2.29300000,-2.24900000,12.6970000,0.0800000,-0.0800000,10.6680000,0.0230000,-0.0230000,12.4462000,0.0003490,-0.0003490,2025-09-25,2017-07,2025-09-25
K2-33 b,K2-33,0,CONFIRMED,David et al. 2016,1,1,Transit,2016,K2,Published Candidate,0,<a refstr=VANDERBURG_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJS..222...14V/abstract target=ref>Vanderburg et al. 2016</a>,5.42520610000,,,0,,,,,0.86800000,,,0,0.07743777,,,0,,,,,,,,,,,,,,,,,,,,,,0,<a refstr=VANDERBURG_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJS..222...14V/abstract target=ref>Vanderburg et al. 2016</a>,,2890.00,,,0,0.160000,,,0,,,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,16h10m14.73s,242.5613635,-19d19m09.78s,-19.3193831,139.26800000,1.53200000,-1.49900000,15.8380000,0.1260000,-0.1260000,10.0260000,0.0190000,-0.0190000,14.1570000,0.0009000,-0.0009000,2015-12-05,2016-01,2015-12-05
K2-33 b,K2-33,0,CONFIRMED,David et al. 2016,1,1,Transit,2016,K2,Published Confirmed,0,<a refstr=DAVID_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016Natur.534..658D/abstract target=ref>David et al. 2016</a>,5.42513000000,0.00028000000,-0.00029000000,0,0.0409000000,0.0021000000,-0.0023000000,0,5.76000000,0.62000000,-0.58000000,0,0.51387278,0.05531270,-0.05174413,0,1144.18800000,,,1,3.60000000,,,1,Mass,0.000000,,,0,,,,,850.00,50.00,-50.00,0,0,<a refstr=DAVID_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016Natur.534..658D/abstract target=ref>David et al. 2016</a>,M3,3410.00,75.00,-75.00,0,1.100000,0.100000,-0.100000,0,0.310000,0.050000,-0.050000,0,,,,,,3.840000,0.160000,-0.160000,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,16h10m14.73s,242.5613635,-19d19m09.78s,-19.3193831,139.26800000,1.53200000,-1.49900000,15.8380000,0.1260000,-0.1260000,10.0260000,0.0190000,-0.0190000,14.1570000,0.0009000,-0.0009000,2016-07-06,2016-06,2016-06-23
K2-33 b,K2-33,0,CONFIRMED,David et al. 2016,1,1,Transit,2016,K2,Published Candidate,0,<a refstr=RIZZUTO_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....154..224R/abstract target=ref>Rizzuto et al. 2017</a>,5.42240000000,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,,3318.00,106.30,-32.66,0,0.909623,0.064684,-0.119060,0,0.349000,0.096809,-0.063822,0,,,,,,4.063170,0.180218,-0.133925,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,16h10m14.73s,242.5613635,-19d19m09.78s,-19.3193831,139.26800000,1.53200000,-1.49900000,15.8380000,0.1260000,-0.1260000,10.0260000,0.0190000,-0.0190000,14.1570000,0.0009000,-0.0009000,2017-12-14,2017-12,2017-12-14
K2-33 b,K2-33,1,CONFIRMED,David et al. 2016,1,1,Transit,2016,K2,Published Confirmed,0,<a refstr=MANN_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016AJ....152...61M/abstract target=ref>Mann et al. 2016</a>,5.42486500000,0.00003500000,-0.00003100000,0,,,,,5.04000000,0.34000000,-0.37000000,0,0.44963868,0.03033277,-0.03300919,0,1175.97100000,,,1,3.70000000,,,1,Mass,0.000000,,,0,,,,,,,,,0,<a refstr=MANN_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016AJ....152...61M/abstract target=ref>Mann et al. 2016</a>,M3.3,3540.00,70.00,-70.00,0,1.050000,0.070000,-0.070000,0,0.560000,0.090000,-0.090000,0,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,16h10m14.73s,242.5613635,-19d19m09.78s,-19.3193831,139.26800000,1.53200000,-1.49900000,15.8380000,0.1260000,-0.1260000,10.0260000,0.0190000,-0.0190000,14.1570000,0.0009000,-0.0009000,2016-07-06,2016-09,2016-06-23
K2-33 b,K2-33,0,CONFIRMED,David et al. 2016,1,1,Transit,2016,K2,Published Candidate,0,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,5.42526000000,0.00026000000,-0.00024000000,0,,,,,3.17000000,0.53000000,-0.39000000,0,0.28300000,0.04700000,-0.03500000,0,,,,,,,,,,,,,,,,,,,,,,0,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,,,,,,0.529000,0.076000,-0.051000,0,,,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,16h10m14.73s,242.5613635,-19d19m09.78s,-19.3193831,139.26800000,1.53200000,-1.49900000,15.8380000,0.1260000,-0.1260000,10.0260000,0.0190000,-0.0190000,14.1570000,0.0009000,-0.0009000,2019-09-05,2019-09,2019-09-05
K2-330 b,K2-330,0,CONFIRMED,de Leon et al. 2021,1,1,Transit,2021,K2,Published Candidate,0,<a refstr=MAYO_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....155..136M/abstract target=ref>Mayo et al. 2018</a>,13.77382600000,0.00106900000,-0.00108500000,0,,,,,3.29495202,0.62381467,-0.47236857,0,0.29000000,0.06000000,-0.04000000,0,,,,,,,,,,,,,,,,,,,,,,0,<a refstr=MAYO_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....155..136M/abstract target=ref>Mayo et al. 2018</a>,,6114.00,50.00,-50.00,0,1.682578,0.267120,-0.232412,0,,,,,-0.1500,0.0800,-0.0800,0,[Fe/H],4.010000,0.100000,-0.100000,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,08h27m35.24s,126.8968265,+11d40m02.69s,11.6674131,160.12500000,1.51700000,-1.48900000,9.6080000,0.0040000,-0.0040000,8.4120000,0.0230000,-0.0230000,9.5127500,0.0002440,-0.0002440,2018-02-15,2018-03,2018-02-15
K2-330 b,K2-330,0,CONFIRMED,de Leon et al. 2021,1,1,Transit,2021,K2,Published Candidate,0,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,13.77300000000,0.00150000000,-0.00150000000,0,,,,,2.17000000,0.19000000,-0.44000000,0,0.19400000,0.01700000,-0.03900000,0,,,,,,,,,,,,,,,,,,,,,,0,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,,,,,,1.469000,0.069000,-0.102000,0,,,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,08h27m35.24s,126.8968265,+11d40m02.69s,11.6674131,160.12500000,1.51700000,-1.48900000,9.6080000,0.0040000,-0.0040000,8.4120000,0.0230000,-0.0230000,9.5127500,0.0002440,-0.0002440,2019-09-05,2019-09,2019-09-05
K2-330 b,K2-330,0,CONFIRMED,de Leon et al. 2021,1,1,Transit,2021,K2,Published Candidate,0,<a refstr=POPE_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016MNRAS.461.3399P/abstract target=ref>Pope et al. 2016</a>,13.77300000000,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,,6266.98,123.67,-149.35,0,1.469080,0.064710,-0.076295,0,1.221000,0.208618,-0.159586,0,-0.0820,0.0280,-0.0280,0,[M/H],4.190690,0.114126,-0.066556,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,08h27m35.24s,126.8968265,+11d40m02.69s,11.6674131,160.12500000,1.51700000,-1.48900000,9.6080000,0.0040000,-0.0040000,8.4120000,0.0230000,-0.0230000,9.5127500,0.0002440,-0.0002440,2016-07-18,2016-10,2016-07-18
K2-330 b,K2-330,0,CONFIRMED,de Leon et al. 2021,1,1,Transit,2021,K2,Published Candidate,0,<a refstr=PETIGURA_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....155...21P/abstract target=ref>Petigura et al. 2018</a>,13.77262600000,0.00145900000,-0.00139100000,0,,,,,2.20000000,0.40000000,-0.20000000,0,0.20000000,0.04000000,-0.02000000,0,,,,,,,,,,,,,,,,,,,,,,0,<a refstr=PETIGURA_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....155...21P/abstract target=ref>Petigura et al. 2018</a>,,,,,,1.250000,,,0,,,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,08h27m35.24s,126.8968265,+11d40m02.69s,11.6674131,160.12500000,1.51700000,-1.48900000,9.6080000,0.0040000,-0.0040000,8.4120000,0.0230000,-0.0230000,9.5127500,0.0002440,-0.0002440,2017-12-14,2018-01,2017-12-14
K2-330 b,K2-330,0,CONFIRMED,de Leon et al. 2021,1,1,Transit,2021,K2,TESS Project Candidate,0,<a refstr=EXOFOP_TESS_TOI href=https://exofop.ipac.caltech.edu/tess/view_toi.php target=ref>ExoFOP-TESS TOI</a>,13.77483610000,0.00001990000,-0.00001990000,0,,,,,2.67656000,0.13341900,-0.13341900,0,0.23878710,0.01190287,-0.01190287,0,,,,,,,,,,,,,,114.9290,,,0,912.00,,,0,0,<a refstr=EXOFOP_TESS_TOI href=https://exofop.ipac.caltech.edu/tess/view_toi.php target=ref>ExoFOP-TESS TOI</a>,,6266.98,136.51,-136.51,0,1.470000,0.070000,-0.070000,0,,,,,,,,,,4.190690,0.090341,-0.090341,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,08h27m35.24s,126.8968265,+11d40m02.69s,11.6674131,160.12500000,1.51700000,-1.48900000,9.6080000,0.0040000,-0.0040000,8.4120000,0.0230000,-0.0230000,9.5127500,0.0002440,-0.0002440,2024-01-22,2017-07,2024-01-22
K2-330 b,K2-330,1,CONFIRMED,de Leon et al. 2021,1,1,Transit,2021,K2,Published Confirmed,0,<a refstr=DE_LEON_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021MNRAS.tmp.2120D/abstract target=ref>de Leon et al. 2021</a>,13.77479800000,0.00002800000,-0.00002800000,0,,,,,2.77000000,0.14000000,-0.09000000,0,0.24712327,0.01248998,-0.00802928,0,,,,,,,,,,,,,,,,,,969.00,9.00,-9.00,0,0,<a refstr=DE_LEON_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021MNRAS.tmp.2120D/abstract target=ref>de Leon et al. 2021</a>,,6232.00,33.00,-39.00,0,1.500000,0.030000,-0.030000,0,1.230000,0.020000,-0.020000,0,-0.0300,0.0300,-0.0300,0,[Fe/H],4.180000,0.020000,-0.020000,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,08h27m35.24s,126.8968265,+11d40m02.69s,11.6674131,160.12500000,1.51700000,-1.48900000,9.6080000,0.0040000,-0.0040000,8.4120000,0.0230000,-0.0230000,9.5127500,0.0002440,-0.0002440,2021-08-23,2021-08,2021-08-23
K2-331 b,K2-331,1,CONFIRMED,de Leon et al. 2021,1,2,Transit,2021,K2,Published Confirmed,0,<a refstr=DE_LEON_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021MNRAS.tmp.2120D/abstract target=ref>de Leon et al. 2021</a>,9.39897700000,0.00150600000,-0.00134800000,0,,,,,1.79000000,0.14000000,-0.10000000,0,0.15969338,0.01248998,-0.00892142,0,,,,,,,,,,,,,,,,,,909.00,14.00,-14.00,0,0,<a refstr=DE_LEON_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021MNRAS.tmp.2120D/abstract target=ref>de Leon et al. 2021</a>,,5994.00,93.00,-91.00,0,1.060000,0.030000,-0.020000,0,1.100000,0.030000,-0.040000,0,0.0800,0.0800,-0.0800,0,[Fe/H],4.430000,0.020000,-0.030000,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,08h50m57.03s,132.7376431,+13d10m12.97s,13.1702690,211.43000000,1.75900000,-1.73100000,11.3050000,0.0290000,-0.0290000,9.8040000,0.0160000,-0.0160000,11.1945000,0.0007700,-0.0007700,2021-08-23,2021-08,2021-08-23
K2-331 c,K2-331,0,CONFIRMED,de Leon et al. 2021,1,2,Transit,2021,K2,Published Candidate,0,<a refstr=YU_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....156...22Y/abstract target=ref>Yu et al. 2018</a>,22.99592000000,,,0,,,,,2.50000000,,,0,0.22000000,,,0,,,,,,,,,,,,,,,,,,,,,,0,<a refstr=YU_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....156...22Y/abstract target=ref>Yu et al. 2018</a>,,6010.00,170.00,-170.00,0,1.043000,0.015000,-0.015000,0,,,,,,,,,,4.426000,0.031000,-0.031000,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,08h50m57.03s,132.7376431,+13d10m12.97s,13.1702690,211.43000000,1.75900000,-1.73100000,11.3050000,0.0290000,-0.0290000,9.8040000,0.0160000,-0.0160000,11.1945000,0.0007700,-0.0007700,2019-02-26,2018-07,2019-02-26
K2-331 c,K2-331,1,CONFIRMED,de Leon et al. 2021,1,2,Transit,2021,K2,Published Confirmed,0,<a refstr=DE_LEON_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021MNRAS.tmp.2120D/abstract target=ref>de Leon et al. 2021</a>,22.99659100000,0.00184800000,-0.00185900000,0,,,,,2.72000000,0.14000000,-0.10000000,0,0.24266256,0.01248998,-0.00892142,0,,,,,,,,,,,,,,,,,,673.00,12.00,-11.00,0,0,<a refstr=DE_LEON_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021MNRAS.tmp.2120D/abstract target=ref>de Leon et al. 2021</a>,,5994.00,93.00,-91.00,0,1.060000,0.030000,-0.020000,0,1.100000,0.030000,-0.040000,0,0.0800,0.0800,-0.0800,0,[Fe/H],4.430000,0.020000,-0.030000,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,08h50m57.03s,132.7376431,+13d10m12.97s,13.1702690,211.43000000,1.75900000,-1.73100000,11.3050000,0.0290000,-0.0290000,9.8040000,0.0160000,-0.0160000,11.1945000,0.0007700,-0.0007700,2021-08-23,2021-08,2021-08-23
K2-332 b,K2-332,0,CONFIRMED,de Leon et al. 2021,1,1,Transit,2021,K2,Published Candidate,0,<a refstr=POPE_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016MNRAS.461.3399P/abstract target=ref>Pope et al. 2016</a>,17.70300000000,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,,3266.00,157.00,-157.00,0,0.289676,0.009259,-0.009259,0,0.264883,0.020495,-0.020495,0,,,,,,4.937300,0.005898,-0.005898,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,09h03m31.98s,135.8832666,+14d15m01.80s,14.2504994,123.20200000,1.40900000,-1.37900000,,,,12.6380000,0.0260000,-0.0260000,16.4791000,0.0010020,-0.0010020,2016-07-18,2016-10,2016-07-18
K2-332 b,K2-332,1,CONFIRMED,de Leon et al. 2021,1,1,Transit,2021,K2,Published Confirmed,0,<a refstr=DE_LEON_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021MNRAS.tmp.2120D/abstract target=ref>de Leon et al. 2021</a>,17.70632000000,0.00006300000,-0.00006300000,0,,,,,2.20000000,0.19000000,-0.15000000,0,0.19627119,0.01695069,-0.01338213,0,,,,,,,,,,,,,,,,,,266.00,5.00,-8.00,0,0,<a refstr=DE_LEON_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021MNRAS.tmp.2120D/abstract target=ref>de Leon et al. 2021</a>,,3315.00,137.00,-152.00,0,0.280000,0.020000,-0.010000,0,0.270000,0.010000,-0.020000,0,0.0900,0.1500,-0.1700,0,[Fe/H],4.970000,0.030000,-0.030000,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,09h03m31.98s,135.8832666,+14d15m01.80s,14.2504994,123.20200000,1.40900000,-1.37900000,,,,12.6380000,0.0260000,-0.0260000,16.4791000,0.0010020,-0.0010020,2021-08-23,2021-08,2021-08-23
K2-332 b,K2-332,0,CONFIRMED,de Leon et al. 2021,1,1,Transit,2021,K2,Published Candidate,0,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,17.70370000000,0.00160000000,-0.00160000000,0,,,,,1.76000000,0.51000000,-0.51000000,0,0.15700000,0.04500000,-0.04500000,0,,,,,,,,,,,,,,,,,,,,,,0,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,,,,,,0.205000,0.058000,-0.056000,0,,,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,09h03m31.98s,135.8832666,+14d15m01.80s,14.2504994,123.20200000,1.40900000,-1.37900000,,,,12.6380000,0.0260000,-0.0260000,16.4791000,0.0010020,-0.0010020,2019-09-05,2019-09,2019-09-05
